QueryNumber;DocNumber;DocVotes
00039;882;0002
00039;888;0001
00039;889;0001
00039;892;0001
00039;902;0001
00039;918;0002
00039;942;0001
00039;944;0001
00039;949;1002
00039;966;0012
00039;971;2122
00039;990;0002
00039;1001;1001
00039;1026;0001
00039;1027;1001
00039;1029;1001
00039;1044;0001
00039;1066;0001
00039;1070;0001
00039;1072;0001
00039;1076;0001
00039;1096;0100
00039;1127;1011
00039;1135;0001
00039;1136;1000
00039;1137;1221
00039;1139;1222
00039;1140;0010
00039;1141;1122
00039;1146;0011
00039;1148;0011
00039;1160;0010
00039;1161;0001
00039;1185;0001
00039;1194;0001
00039;1209;0001
00039;1210;0001
00039;1211;1002
00039;1222;0001
00039;1224;0001
00039;1225;1112
00039;1230;1002
00039;1234;1211
00039;1236;0001
00039;1238;0002
00040;2;0100
00040;3;2122
00040;4;2122
00040;5;0100
00040;9;0001
00040;10;0001
00040;17;0001
00040;28;2212
00040;32;0001
00040;35;0100
00040;76;0001
00040;77;1122
00040;95;2110
00040;103;0010
00040;105;0010
00040;108;0010
00040;109;1010
00040;112;0010
00040;115;0010
00040;116;1122
00040;119;1001
00040;120;0001
00040;132;0001
00040;142;0001
00040;144;0001
00040;150;0102
00040;151;0002
00040;169;1000
00040;173;0001
00040;189;0001
00040;198;0010
00040;210;0001
00040;225;2122
00040;231;2122
00040;233;2222
00040;235;0010
00040;236;0010
00040;240;2110
00040;248;1000
00040;249;0010
00040;252;1002
00040;254;1122
00040;261;0010
00040;263;0001
00040;277;1122
00040;279;0010
00040;289;0010
00040;291;0001
00040;293;0011
00040;294;1011
00040;297;0001
00040;298;0001
00040;304;0010
00040;308;0010
00040;333;0001
00040;338;0001
00040;344;0011
00040;345;0001
00040;351;1000
00040;352;1000
00040;370;1001
00040;392;0001
00040;404;2122
00040;405;2122
00040;407;0010
00040;413;0001
00040;417;0102
00040;420;0012
00040;434;0001
00040;465;2222
00040;478;0001
00040;479;2111
00040;508;0002
00040;510;0010
00040;515;0001
00040;526;0010
00040;529;0010
00040;532;0010
00040;535;0001
00040;553;0010
00040;560;1010
00040;571;0010
00040;572;0010
00040;573;1010
00040;576;1000
00040;583;0001
00040;613;0001
00040;616;0001
00040;619;0010
00040;645;0010
00040;646;0010
00040;654;0010
00040;673;0001
00040;677;0001
00040;731;0001
00040;735;0001
00040;763;0001
00040;780;0010
00040;785;2122
00040;786;2122
00040;815;1221
00040;849;0100
00040;851;0001
00040;852;0001
00040;869;1000
00040;882;0001
00040;888;0100
00040;899;1210
00040;931;0010
00040;941;1111
00040;942;0001
00040;949;1000
00040;954;0101
00040;956;0100
00040;959;0100
00040;1000;0001
00040;1008;1222
00040;1024;1000
00040;1027;0001
00040;1029;0001
00040;1052;0011
00040;1080;0101
00040;1100;1212
00040;1105;0002
00040;1109;0010
00040;1117;1212
00040;1124;2210
00040;1126;0010
00040;1127;0012
00040;1128;0010
00040;1130;0001
00040;1131;0002
00040;1132;0001
00040;1133;0011
00040;1135;1122
00040;1137;1121
00040;1139;1220
00040;1141;1120
00040;1146;0010
00040;1148;0010
00040;1160;0011
00040;1161;0010
00040;1192;0001
00040;1193;1121
00040;1230;1120
00040;1234;2222
00041;46;0100
00041;296;0100
00041;301;0100
00041;322;0010
00041;370;0100
00041;392;1000
00041;603;2221
00041;941;0001
00041;998;1010
00041;1106;2222
00041;1107;2222
00041;1108;2222
00041;1115;1122
00041;1184;0010
00041;1190;2222
00042;5;0001
00042;46;0100
00042;57;2222
00042;92;2212
00042;135;0001
00042;209;2222
00042;245;1011
00042;297;0001
00042;301;1112
00042;314;0100
00042;317;2222
00042;322;0001
00042;337;1212
00042;339;0100
00042;370;0011
00042;416;2212
00042;434;0001
00042;443;2220
00042;489;0001
00042;505;2221
00042;509;1000
00042;550;0001
00042;585;2222
00042;586;0001
00042;601;0001
00042;695;2222
00042;719;0001
00042;722;0002
00042;724;0001
00042;731;0001
00042;763;0001
00042;764;0001
00042;770;0001
00042;822;0001
00042;837;0001
00042;888;0001
00042;931;1011
00042;944;0001
00042;1000;0001
00042;1033;0001
00042;1040;0001
00042;1085;1011
00042;1093;0001
00042;1187;0001
00042;1192;0001
00042;1232;0001
00042;1234;1001
00043;3;0100
00043;4;0100
00043;28;0100
00043;54;1121
00043;65;0100
00043;66;2221
00043;91;0100
00043;94;0100
00043;119;0012
00043;124;1212
00043;125;2222
00043;135;0001
00043;137;0002
00043;140;2222
00043;147;0010
00043;172;2222
00043;173;1220
00043;199;0001
00043;221;0001
00043;261;1100
00043;294;0100
00043;301;0001
00043;302;1100
00043;303;2120
00043;307;0001
00043;308;0100
00043;311;0100
00043;324;0100
00043;334;0100
00043;361;0100
00043;370;1112
00043;386;1000
00043;392;0011
00043;404;0100
00043;418;2212
00043;430;0001
00043;440;2222
00043;441;2222
00043;461;1210
00043;471;0001
00043;484;0110
00043;490;0001
00043;493;0001
00043;504;2222
00043;505;0001
00043;522;0101
00043;526;1100
00043;527;0100
00043;560;0100
00043;562;0100
00043;563;0001
00043;568;2222
00043;570;0001
00043;571;0001
00043;575;0001
00043;636;1000
00043;655;0010
00043;693;0001
00043;694;0100
00043;707;0001
00043;714;1100
00043;733;0001
00043;737;0001
00043;741;0001
00043;758;0001
00043;793;0100
00043;795;0100
00043;817;0100
00043;818;0100
00043;864;0001
00043;889;0001
00043;891;0011
00043;913;0100
00043;916;0100
00043;918;1011
00043;921;1102
00043;944;0001
00043;958;1002
00043;960;2222
00043;966;1001
00043;967;1001
00043;975;0002
00043;982;0001
00043;997;0010
00043;1000;0002
00043;1080;0001
00043;1093;0001
00043;1094;0001
00043;1121;0001
00043;1156;0001
00043;1167;0011
00043;1172;0011
00043;1184;0010
00043;1185;0001
00043;1199;1002
00043;1200;2211
00043;1209;0001
00043;1216;0010
00044;44;2222
00044;45;1000
00044;53;2222
00044;67;1211
00044;72;2112
00044;74;2222
00044;83;1001
00044;84;1112
00044;106;1001
00044;108;1000
00044;118;1000
00044;121;1000
00044;122;0011
00044;124;2222
00044;125;0100
00044;135;0001
00044;138;0002
00044;142;0010
00044;143;2212
00044;154;2212
00044;166;1000
00044;171;2212
00044;172;1000
00044;190;2222
00044;235;2210
00044;236;2211
00044;242;2210
00044;243;2210
00044;244;2220
00044;257;1001
00044;264;2110
00044;269;2212
00044;276;0001
00044;297;0001
00044;310;0100
00044;312;2222
00044;325;1111
00044;336;2111
00044;360;1001
00044;370;1000
00044;371;0001
00044;381;0001
00044;386;2212
00044;390;2212
00044;392;0001
00044;399;1211
00044;409;0001
00044;411;2222
00044;415;2120
00044;430;1001
00044;435;0001
00044;436;2220
00044;453;2222
00044;465;0001
00044;493;0101
00044;495;2222
00044;503;0001
00044;504;2222
00044;523;1001
00044;528;2212
00044;538;0001
00044;548;2222
00044;561;2212
00044;563;0001
00044;566;2222
00044;567;2222
00044;568;2222
00044;569;2220
00044;570;1120
00044;572;1210
00044;574;2222
00044;575;2222
00044;576;0010
00044;590;0001
00044;608;0001
00044;621;2222
00044;622;2222
00044;623;2222
00044;624;2212
00044;625;2222
00044;634;2222
00044;636;2222
00044;645;0101
00044;647;1212
00044;655;2222
00044;666;1211
00044;691;2222
00044;702;2222
00044;737;2222
00044;743;2222
00044;747;0001
00044;750;2222
00044;765;2222
00044;766;2222
00044;767;0001
00044;786;2222
00044;840;2222
00044;841;1101
00044;847;2222
00044;850;2222
00044;856;0001
00044;858;2121
00044;862;0001
00044;873;2222
00044;875;0001
00044;951;2222
00044;953;2222
00044;961;1000
00044;967;2222
00044;971;1221
00044;973;2222
00044;1024;2222
00044;1029;2222
00044;1030;2222
00044;1053;2222
00044;1054;0001
00044;1055;2222
00044;1057;1012
00044;1059;2222
00044;1070;0001
00044;1072;1212
00044;1130;0002
00044;1136;0001
00044;1139;0001
00044;1142;1002
00044;1144;0001
00044;1146;1220
00044;1148;1222
00044;1156;1221
00044;1157;0001
00044;1160;2122
00044;1185;2221
00044;1196;0001
00044;1201;2222
00044;1202;2222
00044;1210;0001
00044;1212;0001
00044;1222;2222
00044;1230;2211
00044;1231;1101
00045;278;0100
00045;283;0100
00045;286;0100
00045;287;0101
00045;288;0100
00045;289;1220
00045;290;1110
00045;292;2210
00045;293;1220
00045;338;1212
00045;538;2210
00045;540;1000
00045;715;0100
00045;758;1010
00045;803;2212
00045;919;2212
00045;924;2212
00045;1050;0010
00045;1159;2222
00045;1168;0010
00046;51;2222
00046;53;2222
00046;370;0010
00046;410;0011
00046;430;0001
00046;500;0100
00046;503;2221
00046;516;2111
00046;553;1002
00046;568;1000
00046;623;0010
00046;702;2122
00046;737;2222
00046;854;1111
00046;856;2111
00046;857;0002
00046;1196;0001
00046;1212;1121
00047;15;0002
00047;57;1000
00047;92;2220
00047;118;0010
00047;121;0010
00047;125;0001
00047;163;2222
00047;165;0002
00047;172;0012
00047;183;0010
00047;208;0001
00047;209;2220
00047;245;1000
00047;259;0010
00047;278;0010
00047;279;0010
00047;283;0010
00047;286;0010
00047;287;0010
00047;295;2211
00047;296;0100
00047;301;1210
00047;302;0100
00047;317;2220
00047;337;1000
00047;361;1000
00047;370;1000
00047;406;2212
00047;416;1000
00047;436;0001
00047;505;2221
00047;508;2210
00047;525;0010
00047;585;2220
00047;613;2210
00047;684;2222
00047;694;2212
00047;695;2210
00047;707;0110
00047;781;0001
00047;862;0010
00047;868;0010
00047;906;2221
00047;928;0010
00047;931;1000
00047;971;0100
00047;998;1010
00047;1000;1001
00047;1013;1000
00047;1058;2220
00047;1075;0010
00047;1106;1000
00047;1107;1000
00047;1108;1000
00047;1129;0010
00047;1132;0010
00047;1165;2222
00047;1192;1000
00047;1194;0010
00047;1206;0010
00048;44;0110
00048;72;0100
00048;74;0100
00048;124;2220
00048;143;0002
00048;154;2222
00048;190;0010
00048;257;0011
00048;312;0100
00048;336;2222
00048;386;0100
00048;422;0001
00048;436;2222
00048;453;2222
00048;493;0101
00048;495;2220
00048;523;2220
00048;548;2220
00048;566;1000
00048;568;2222
00048;576;2222
00048;691;0001
00048;765;0010
00048;766;0010
00048;786;0010
00048;850;2222
00048;967;0011
00048;1142;2220
00048;1201;0001
00048;1231;2122
00049;72;0100
00049;84;0010
00049;138;2222
00049;143;2222
00049;230;2220
00049;313;2222
00049;370;0010
00049;392;1010
00049;393;2220
00049;430;0010
00049;436;2222
00049;440;1000
00049;465;0001
00049;493;2222
00049;503;0001
00049;504;1222
00049;505;0001
00049;523;2220
00049;530;0001
00049;553;0010
00049;562;2220
00049;563;2220
00049;566;1000
00049;568;1212
00049;570;1001
00049;586;0001
00049;608;0001
00049;624;2222
00049;625;1221
00049;691;2220
00049;726;0100
00049;743;2220
00049;749;0011
00049;953;1222
00049;972;2222
00049;1198;2222
00050;44;0100
00050;259;2222
00050;309;0100
00050;347;0001
00050;435;2222
00050;440;1001
00050;495;2222
00050;505;0001
00050;543;0100
00050;548;2222
00050;568;1001
00050;570;0001
00050;575;0001
00050;601;0001
00050;634;0001
00050;829;0001
00050;848;2222
00050;953;1222
00050;961;2222
00050;973;1220
00050;1058;0100
00050;1156;1121
00050;1157;2222
00050;1159;1121
00050;1160;0001
00051;1;0100
00051;11;0100
00051;14;0100
00051;18;1120
00051;19;1210
00051;26;2221
00051;44;1120
00051;51;0100
00051;55;0100
00051;62;0100
00051;63;0100
00051;66;0001
00051;67;1112
00051;72;1112
00051;83;0001
00051;84;1112
00051;85;2222
00051;102;1100
00051;107;1102
00051;108;0001
00051;112;2212
00051;114;2211
00051;122;2222
00051;124;0002
00051;135;0001
00051;137;2221
00051;141;2222
00051;142;2212
00051;177;0001
00051;190;0001
00051;191;2121
00051;196;0011
00051;200;0001
00051;201;2222
00051;214;2222
00051;216;0100
00051;217;0100
00051;218;0100
00051;219;0100
00051;221;0100
00051;222;0100
00051;225;2222
00051;230;0001
00051;235;2212
00051;236;2211
00051;245;0100
00051;249;2222
00051;252;0100
00051;254;2111
00051;263;0100
00051;264;1100
00051;270;2212
00051;276;0001
00051;277;2210
00051;279;0012
00051;281;0011
00051;289;0100
00051;297;1001
00051;302;2212
00051;303;2212
00051;304;2221
00051;305;2212
00051;306;2222
00051;307;0102
00051;308;2111
00051;311;0001
00051;322;0001
00051;325;1211
00051;333;1101
00051;337;1001
00051;343;0001
00051;345;0100
00051;355;0100
00051;360;1002
00051;365;1212
00051;366;1211
00051;370;1112
00051;382;0001
00051;383;1012
00051;386;1222
00051;391;0011
00051;392;1122
00051;400;2112
00051;402;0001
00051;407;2221
00051;415;1101
00051;417;0002
00051;418;1211
00051;419;2111
00051;430;1011
00051;435;0001
00051;437;0001
00051;440;0001
00051;442;2122
00051;444;2222
00051;445;2222
00051;465;1222
00051;481;2222
00051;484;2211
00051;488;0001
00051;490;2222
00051;493;0101
00051;494;2122
00051;495;0001
00051;498;1122
00051;501;2221
00051;502;0001
00051;503;0011
00051;504;2222
00051;505;0001
00051;510;0001
00051;511;1011
00051;517;0011
00051;521;1210
00051;526;0001
00051;528;2211
00051;529;2211
00051;530;2211
00051;531;2211
00051;532;2221
00051;534;2211
00051;535;2222
00051;548;0001
00051;553;2211
00051;560;2222
00051;562;0102
00051;563;2211
00051;564;2222
00051;565;2222
00051;566;2221
00051;568;1222
00051;569;2222
00051;570;1222
00051;571;1000
00051;572;2222
00051;573;2222
00051;574;2222
00051;575;2222
00051;576;0001
00051;589;0010
00051;590;0101
00051;605;1122
00051;608;1222
00051;625;0001
00051;627;0001
00051;636;1002
00051;639;1100
00051;643;0001
00051;646;2222
00051;675;1100
00051;681;2112
00051;685;2222
00051;707;1000
00051;726;2222
00051;733;0001
00051;737;0010
00051;738;2222
00051;739;2222
00051;740;2222
00051;741;2222
00051;744;2222
00051;745;0001
00051;746;2222
00051;747;0001
00051;748;2222
00051;749;2222
00051;779;1001
00051;789;2210
00051;790;0100
00051;793;0001
00051;827;2222
00051;828;0100
00051;829;2211
00051;847;0001
00051;852;0100
00051;856;0101
00051;857;0100
00051;858;0001
00051;861;0001
00051;864;1211
00051;865;0002
00051;866;0001
00051;868;1000
00051;869;2112
00051;875;0001
00051;881;0001
00051;889;0001
00051;891;1001
00051;892;2212
00051;905;0001
00051;918;2222
00051;921;2222
00051;925;1001
00051;926;1000
00051;933;0001
00051;936;0100
00051;949;2222
00051;950;2222
00051;954;1220
00051;956;1001
00051;957;2222
00051;958;2211
00051;966;2221
00051;990;0001
00051;991;0001
00051;1001;0001
00051;1024;1210
00051;1026;2222
00051;1027;0100
00051;1044;1221
00051;1057;0100
00051;1065;0001
00051;1070;1100
00051;1074;0102
00051;1076;2222
00051;1079;0001
00051;1091;0002
00051;1120;1112
00051;1127;0100
00051;1135;0100
00051;1137;0100
00051;1139;0100
00051;1141;0100
00051;1156;1221
00051;1167;1222
00051;1196;1211
00051;1198;0001
00051;1199;1000
00051;1200;2221
00051;1202;0010
00051;1203;2122
00051;1204;2221
00051;1207;2122
00051;1208;2222
00051;1209;2222
00051;1210;1121
00051;1211;1222
00051;1212;2122
00051;1234;0002
00051;1236;1222
00051;1238;1220
00052;406;2222
00052;505;0010
00053;1;1000
00053;11;0002
00053;55;1000
00053;81;1000
00053;160;0001
00053;188;1000
00053;223;1000
00053;228;1000
00053;347;1100
00053;370;0010
00053;401;2210
00053;432;1212
00053;447;2220
00053;505;1000
00053;509;1000
00053;577;1110
00053;590;1010
00053;767;1001
00053;917;0100
00053;987;2221
00053;1170;1210
00053;1228;0111
00053;1229;0111
00054;11;2222
00054;23;0100
00054;55;1010
00054;187;1011
00054;206;0100
00054;211;2222
00054;223;1122
00054;228;2222
00054;229;2222
00054;333;0011
00054;341;0012
00054;347;0012
00054;358;2222
00054;369;2121
00054;382;2222
00054;394;2120
00054;401;2111
00054;402;2122
00054;432;2222
00054;485;2121
00054;488;2120
00054;505;0011
00054;513;1002
00054;547;0001
00054;550;0001
00054;552;0101
00054;577;2110
00054;590;0011
00054;607;0100
00054;613;1000
00054;626;0101
00054;631;2212
00054;632;1122
00054;716;1101
00054;767;1001
00054;771;0100
00054;790;0001
00054;793;0001
00054;806;0001
00054;812;2122
00054;819;2222
00054;860;0002
00054;904;2212
00054;905;0100
00054;917;2210
00054;941;1001
00054;964;2222
00054;990;1001
00054;1003;0002
00054;1005;2221
00054;1007;2122
00054;1013;1001
00054;1048;2122
00054;1060;2222
00054;1099;0100
00054;1134;2112
00054;1163;2212
00054;1164;0112
00054;1169;1222
00054;1171;0100
00054;1192;0001
00054;1237;0100
00055;70;0100
00055;232;1100
00055;305;0100
00055;347;1000
00055;358;0002
00055;391;2110
00055;430;0001
00055;432;2122
00055;463;1100
00055;505;1001
00055;521;2222
00055;530;2122
00055;640;1010
00055;675;1000
00055;749;0010
00055;779;1010
00055;820;1122
00055;828;1210
00055;847;0010
00055;890;1001
00055;1056;1000
00055;1070;1100
00055;1156;0001
00055;1205;2110
00056;55;1000
00056;89;0110
00056;123;0001
00056;135;0001
00056;181;1012
00056;185;1001
00056;212;1012
00056;288;0110
00056;290;0110
00056;292;0110
00056;414;0100
00056;424;0100
00056;432;0100
00056;443;0100
00056;450;0002
00056;758;0100
00056;767;2222
00056;783;1000
00056;794;0100
00056;919;0100
00056;924;0100
00056;925;0100
00056;928;0100
00056;970;0100
00056;972;0100
00056;1066;0100
00056;1091;0012
00056;1093;0001
00056;1102;0100
00056;1115;0100
00056;1234;0001
00056;1239;0100
00057;1;1222
00057;6;0001
00057;8;0100
00057;11;0001
00057;62;0010
00057;79;0100
00057;80;0010
00057;81;0010
00057;160;1001
00057;177;0100
00057;178;1110
00057;188;1010
00057;200;0100
00057;223;2211
00057;228;1000
00057;282;0012
00057;346;2120
00057;369;1000
00057;370;1110
00057;394;1220
00057;397;0100
00057;415;1000
00057;432;2120
00057;447;0100
00057;513;1000
00057;577;0010
00057;588;2220
00057;590;2222
00057;668;0010
00057;778;1210
00057;784;1000
00057;790;2220
00057;812;0101
00057;833;1000
00057;860;1120
00057;865;2110
00057;890;0101
00057;905;1210
00057;983;1220
00057;986;1120
00057;987;1121
00057;988;2220
00057;989;1010
00057;1086;0100
00057;1090;0100
00057;1091;0011
00057;1095;2110
00057;1170;0002
00057;1171;0002
00057;1173;1120
00057;1203;1100
00058;1;2222
00058;6;2222
00058;7;2222
00058;43;0100
00058;48;1010
00058;55;2210
00058;60;0100
00058;62;2112
00058;63;2110
00058;80;2212
00058;81;0002
00058;82;2210
00058;102;0001
00058;111;0010
00058;160;2222
00058;164;0001
00058;178;2122
00058;179;2110
00058;187;2120
00058;188;2121
00058;200;1002
00058;223;2221
00058;228;2120
00058;229;1220
00058;271;2210
00058;282;1001
00058;335;1001
00058;346;2122
00058;347;2121
00058;366;0010
00058;369;2220
00058;370;1100
00058;384;1000
00058;392;0010
00058;394;2211
00058;397;0100
00058;402;0001
00058;415;1001
00058;427;0001
00058;429;0100
00058;432;2122
00058;447;2122
00058;457;0001
00058;463;0010
00058;485;0001
00058;505;1120
00058;511;0100
00058;513;0111
00058;517;0010
00058;550;0001
00058;577;2122
00058;588;2122
00058;589;2110
00058;590;2222
00058;591;2222
00058;609;0010
00058;614;2121
00058;631;2120
00058;668;1021
00058;748;0010
00058;749;0010
00058;769;1121
00058;778;2212
00058;784;1002
00058;790;2222
00058;805;0001
00058;812;2212
00058;820;0001
00058;860;2222
00058;865;2122
00058;874;1112
00058;890;2122
00058;903;0110
00058;905;2220
00058;912;0001
00058;917;2211
00058;964;0100
00058;983;2222
00058;986;2222
00058;987;2222
00058;988;2222
00058;989;2222
00058;990;0001
00058;1005;0001
00058;1025;1100
00058;1077;2220
00058;1086;0100
00058;1090;0100
00058;1091;0011
00058;1134;0002
00058;1170;2221
00058;1171;1122
00058;1173;2222
00058;1228;1000
00058;1234;0001
00059;1;0002
00059;6;0001
00059;11;0001
00059;18;0101
00059;45;0010
00059;48;0112
00059;55;2222
00059;62;0002
00059;63;0002
00059;67;0001
00059;79;1000
00059;80;0002
00059;81;1002
00059;84;1012
00059;102;2111
00059;107;1012
00059;110;0001
00059;111;0100
00059;122;1100
00059;160;0101
00059;164;0001
00059;166;0110
00059;177;0001
00059;179;0001
00059;187;0002
00059;188;0001
00059;191;1102
00059;200;0001
00059;214;2111
00059;223;2222
00059;228;1112
00059;229;1222
00059;245;0010
00059;275;1011
00059;279;2111
00059;281;0001
00059;284;2112
00059;306;0001
00059;333;0001
00059;335;0111
00059;346;0101
00059;347;1002
00059;365;2111
00059;366;2111
00059;369;0001
00059;370;1011
00059;382;0001
00059;386;1001
00059;392;0011
00059;394;2212
00059;397;2121
00059;401;2122
00059;402;2222
00059;415;0002
00059;425;0010
00059;427;0001
00059;430;0001
00059;432;2122
00059;442;0001
00059;444;0001
00059;447;0002
00059;452;0001
00059;465;0001
00059;485;1001
00059;504;0001
00059;505;1122
00059;509;2112
00059;513;1112
00059;521;0002
00059;524;0001
00059;530;0002
00059;565;1121
00059;572;1011
00059;574;1011
00059;577;2222
00059;588;0112
00059;590;1012
00059;591;0002
00059;607;0001
00059;608;1220
00059;609;0100
00059;614;0002
00059;631;0101
00059;668;2222
00059;670;1122
00059;678;0001
00059;679;0001
00059;685;0010
00059;689;2111
00059;738;0001
00059;748;0001
00059;767;2212
00059;769;0001
00059;778;0101
00059;784;2122
00059;790;2120
00059;812;2222
00059;820;0001
00059;827;1001
00059;828;0001
00059;833;2121
00059;860;0102
00059;865;2122
00059;869;0100
00059;874;0102
00059;882;0001
00059;903;1111
00059;905;2221
00059;912;0001
00059;917;0101
00059;936;2112
00059;937;0001
00059;964;0100
00059;977;0010
00059;983;0102
00059;986;0102
00059;987;0002
00059;988;0102
00059;989;2222
00059;990;0001
00059;1005;0001
00059;1007;0001
00059;1025;2121
00059;1044;1100
00059;1056;0010
00059;1060;0012
00059;1071;0001
00059;1074;2122
00059;1075;0001
00059;1077;2222
00059;1091;0011
00059;1095;1122
00059;1097;0001
00059;1102;2121
00059;1134;0002
00059;1143;0010
00059;1163;1121
00059;1170;0001
00059;1171;1112
00059;1172;0012
00059;1173;1210
00059;1203;1000
00059;1205;1111
00059;1228;0002
00059;1232;0001
00060;17;0101
00060;87;0100
00060;100;2222
00060;155;1220
00060;241;2112
00060;267;0111
00060;322;1210
00060;340;0002
00060;348;2222
00060;354;1000
00060;370;1000
00060;446;2220
00060;519;1010
00060;550;1000
00060;587;2120
00060;597;2120
00060;653;1010
00060;698;2122
00060;722;0001
00060;724;0001
00060;751;0010
00060;764;0001
00060;990;1002
00060;1000;0001
00060;1004;2222
00060;1040;0001
00060;1041;1110
00060;1043;1110
00060;1046;0002
00060;1047;1110
00060;1104;0001
00060;1110;0012
00060;1192;1100
00060;1194;0001
00061;10;1010
00061;56;0001
00061;62;0100
00061;63;0100
00061;114;0100
00061;132;0001
00061;187;0001
00061;195;2222
00061;196;2222
00061;197;0100
00061;200;0002
00061;226;0001
00061;298;0001
00061;347;0001
00061;358;0100
00061;370;1012
00061;383;2222
00061;427;0001
00061;432;1002
00061;434;0001
00061;437;2222
00061;439;0100
00061;465;0112
00061;481;1101
00061;490;1120
00061;498;0102
00061;500;0100
00061;501;2222
00061;502;2222
00061;505;2222
00061;511;1001
00061;517;0001
00061;531;2121
00061;532;0010
00061;535;0010
00061;565;0010
00061;570;1001
00061;590;1001
00061;605;2222
00061;668;0001
00061;685;2222
00061;726;0010
00061;735;0001
00061;738;0010
00061;739;0010
00061;741;0010
00061;754;2212
00061;763;0001
00061;767;0001
00061;827;0100
00061;847;0010
00061;864;0001
00061;865;0001
00061;875;0100
00061;882;0002
00061;912;0001
00061;944;0001
00061;969;2122
00061;980;0100
00061;990;0002
00061;1040;0001
00061;1079;1122
00061;1092;0002
00061;1093;0002
00061;1098;0001
00061;1188;0001
00061;1207;0010
00061;1208;0010
00061;1234;0001
00061;1236;0001
00062;10;0001
00062;17;2211
00062;24;0001
00062;43;0100
00062;56;1010
00062;60;0010
00062;62;0100
00062;63;1101
00062;64;1220
00062;69;1000
00062;72;0001
00062;88;0010
00062;94;0001
00062;110;0100
00062;144;1001
00062;148;2222
00062;155;2111
00062;160;0001
00062;182;0100
00062;192;2210
00062;193;2211
00062;194;2210
00062;197;1110
00062;200;1001
00062;211;0100
00062;224;0100
00062;226;1112
00062;237;0001
00062;238;0011
00062;244;1000
00062;267;0002
00062;297;1001
00062;321;1000
00062;322;0001
00062;330;1000
00062;331;1011
00062;333;1001
00062;340;1000
00062;348;1002
00062;349;1000
00062;354;1001
00062;358;1000
00062;359;0012
00062;370;2212
00062;372;1000
00062;382;1001
00062;383;1000
00062;427;1000
00062;429;1000
00062;434;0001
00062;437;2220
00062;438;2221
00062;446;1000
00062;458;0100
00062;459;0100
00062;460;0100
00062;465;0100
00062;472;1000
00062;473;1210
00062;479;0100
00062;486;0010
00062;505;0100
00062;537;1000
00062;539;0100
00062;550;2112
00062;551;0001
00062;558;1010
00062;559;0001
00062;580;0001
00062;586;0001
00062;590;0010
00062;607;2220
00062;643;0001
00062;663;1010
00062;677;0010
00062;698;1101
00062;703;1100
00062;704;0001
00062;722;1122
00062;724;1002
00062;729;0001
00062;731;0001
00062;734;1000
00062;735;0001
00062;736;1120
00062;761;1001
00062;763;1102
00062;764;1001
00062;767;0001
00062;768;1011
00062;783;0010
00062;787;1000
00062;803;0111
00062;804;0100
00062;806;2122
00062;819;1000
00062;821;0001
00062;822;0002
00062;837;1120
00062;842;2221
00062;843;0001
00062;844;0002
00062;845;0002
00062;870;0001
00062;879;1000
00062;880;0001
00062;882;1002
00062;885;1000
00062;886;1000
00062;888;1002
00062;889;0002
00062;904;1101
00062;907;2110
00062;912;1000
00062;913;1000
00062;914;0100
00062;920;0001
00062;937;1000
00062;941;1011
00062;944;1000
00062;945;0001
00062;964;1000
00062;969;0100
00062;990;1002
00062;1000;1002
00062;1022;0001
00062;1023;1002
00062;1032;1000
00062;1033;0001
00062;1038;1000
00062;1039;1000
00062;1040;0002
00062;1042;0001
00062;1071;1000
00062;1073;2122
00062;1080;0002
00062;1093;0001
00062;1104;0001
00062;1151;1121
00062;1192;0001
00062;1195;1000
00062;1214;1210
00062;1232;0001
00062;1234;0101
00063;1;0001
00063;23;0100
00063;62;0100
00063;63;0100
00063;166;0001
00063;322;1010
00063;347;2220
00063;370;0010
00063;374;0100
00063;429;2222
00063;434;2110
00063;437;0100
00063;438;0001
00063;463;2222
00063;490;0100
00063;499;2220
00063;500;0100
00063;501;0100
00063;502;0100
00063;505;0100
00063;592;1100
00063;669;0100
00063;698;1000
00063;704;0001
00063;724;0001
00063;763;0001
00063;803;0100
00063;805;0101
00063;821;0010
00063;922;1000
00063;976;2210
00063;980;0100
00063;1040;0001
00063;1091;0010
00063;1155;2222
00063;1171;2110
00063;1192;1210
00063;1228;2120
00063;1229;2120
00064;17;0012
00064;20;0002
00064;22;2222
00064;24;0001
00064;64;1211
00064;144;0101
00064;148;0101
00064;155;0001
00064;160;0001
00064;197;0101
00064;227;0100
00064;267;0001
00064;322;0001
00064;331;0001
00064;349;1000
00064;358;1000
00064;370;1110
00064;372;2222
00064;382;0001
00064;434;0001
00064;437;2222
00064;472;0100
00064;550;0002
00064;590;0001
00064;605;0001
00064;606;0010
00064;674;0010
00064;698;0001
00064;703;0001
00064;722;0010
00064;724;0001
00064;768;0001
00064;814;2222
00064;842;2222
00064;844;0002
00064;882;0001
00064;889;0002
00064;907;0001
00064;944;0001
00064;963;1001
00064;1000;0002
00064;1033;0001
00064;1038;2222
00064;1067;0001
00064;1071;0001
00064;1076;0001
00064;1091;0002
00064;1093;0002
00064;1188;0001
00064;1195;2222
00065;17;0012
00065;20;2121
00065;22;0112
00065;24;2122
00065;64;2222
00065;87;1002
00065;93;0001
00065;132;0001
00065;135;0001
00065;144;2222
00065;148;0102
00065;155;2122
00065;192;2220
00065;194;2222
00065;197;0102
00065;206;1211
